chr	start	end	strand	gene_name
chr10	98614904	98615018	-	ENSG00000172987.13
chr10	98490051	98490196	-	ENSG00000172987.13
chr10	98482636	98482782	-	ENSG00000172987.13
chr10	98457077	98459739	-	ENSG00000172987.13
chr10	99235513	99235852	-	ENSG00000172987.13
chr10	99232348	99232505	-	ENSG00000172987.13
chr10	99144238	99144399	-	ENSG00000172987.13
chr10	98743883	98744056	-	ENSG00000172987.13
chr10	99235513	99235862	-	ENSG00000172987.13
chr10	98459118	98459739	-	ENSG00000172987.13
chr10	98459317	98459739	-	ENSG00000172987.13
chr10	99235513	99235802	-	ENSG00000172987.13
chr10	98461750	98461819	-	ENSG00000172987.13
chr10	98459574	98459739	-	ENSG00000172987.13
chr10	99232349	99232505	-	ENSG00000172987.13
chr10	98924499	98924568	-	ENSG00000274056.1
chr10	99013770	99013952	-	ENSG00000236818.1
chr10	99013103	99013452	-	ENSG00000236818.1
chr10	99047639	99048319	+	ENSG00000234109.1
chr10	99329356	99330960	+	ENSG00000119946.12
chr10	99357512	99357655	+	ENSG00000119946.12
chr10	99360835	99360975	+	ENSG00000119946.12
chr10	99362227	99362396	+	ENSG00000119946.12
chr10	99364417	99364516	+	ENSG00000119946.12
chr10	99364955	99365002	+	ENSG00000119946.12
chr10	99368618	99368680	+	ENSG00000119946.12
chr10	99377055	99377218	+	ENSG00000119946.12
chr10	99387820	99388003	+	ENSG00000119946.12
chr10	99388152	99388301	+	ENSG00000119946.12
chr10	99390306	99390407	+	ENSG00000119946.12
chr10	99391437	99394330	+	ENSG00000119946.12
chr10	99368337	99368680	+	ENSG00000119946.12
chr10	99377055	99377328	+	ENSG00000119946.12
chr10	99430448	99430624	-	ENSG00000120053.12
chr10	99420624	99420805	-	ENSG00000120053.12
chr10	99406726	99406849	-	ENSG00000120053.12
chr10	99406137	99406249	-	ENSG00000120053.12
chr10	99405756	99405860	-	ENSG00000120053.12
chr10	99403724	99403874	-	ENSG00000120053.12
chr10	99403469	99403634	-	ENSG00000120053.12
chr10	99402580	99402722	-	ENSG00000120053.12
chr10	99396870	99397686	-	ENSG00000120053.12
chr10	99403469	99403749	-	ENSG00000120053.12
chr10	99397465	99397686	-	ENSG00000120053.12
chr10	99420267	99420805	-	ENSG00000120053.12
chr10	99430915	99431581	+	ENSG00000224934.6
chr10	99430917	99431265	+	ENSG00000224934.6
chr10	99433546	99433631	+	ENSG00000224934.6
chr10	99433740	99433940	+	ENSG00000224934.6
chr10	99434639	99434759	+	ENSG00000224934.6
chr10	99435757	99436264	+	ENSG00000224934.6
chr10	99430918	99431265	+	ENSG00000224934.6
chr10	99437631	99438123	+	ENSG00000224934.6
chr10	99430919	99433940	+	ENSG00000224934.6
chr10	99437631	99438098	+	ENSG00000224934.6
chr10	99430919	99431265	+	ENSG00000224934.6
chr10	99433546	99433940	+	ENSG00000224934.6
chr10	99437631	99438115	+	ENSG00000224934.6
chr10	99430930	99433631	+	ENSG00000224934.6
chr10	99437631	99438065	+	ENSG00000224934.6
chr10	99430930	99431265	+	ENSG00000224934.6
chr10	99451785	99451997	+	ENSG00000224934.6
chr10	99460609	99463038	+	ENSG00000224934.6
chr10	99430936	99431265	+	ENSG00000224934.6
chr10	99435505	99435623	+	ENSG00000224934.6
chr10	99435709	99436183	+	ENSG00000224934.6
chr10	99435757	99436262	+	ENSG00000224934.6
chr10	99431138	99433940	+	ENSG00000224934.6
chr10	99460609	99463259	+	ENSG00000224934.6
chr10	99431191	99431265	+	ENSG00000224934.6
chr10	99435709	99438117	+	ENSG00000224934.6
chr10	99431633	99433940	+	ENSG00000224934.6
chr10	99435714	99436232	+	ENSG00000224934.6
chr10	99432515	99433631	+	ENSG00000224934.6
chr10	99435709	99436221	+	ENSG00000224934.6
chr10	99433545	99433631	+	ENSG00000224934.6
chr10	99460609	99461743	+	ENSG00000224934.6
chr10	99527296	99527443	-	ENSG00000257582.5
chr10	99526623	99526694	-	ENSG00000257582.5
chr10	99526350	99526466	-	ENSG00000257582.5
chr10	99531012	99531177	-	ENSG00000257582.5
chr10	99528590	99528684	-	ENSG00000257582.5
chr10	99527806	99528121	-	ENSG00000257582.5
chr10	99526948	99527204	+	ENSG00000228778.2
chr10	99527994	99528467	+	ENSG00000228778.2
chr10	99532942	99533489	+	ENSG00000119919.12
chr10	99534985	99536524	+	ENSG00000119919.12
chr10	99620045	99620280	-	ENSG00000155287.12
chr10	99615453	99615513	-	ENSG00000155287.12
chr10	99613696	99613924	-	ENSG00000155287.12
chr10	99612543	99612599	-	ENSG00000155287.12
chr10	99610519	99611366	-	ENSG00000155287.12
chr10	99619727	99619983	-	ENSG00000155287.12
chr10	99610522	99611366	-	ENSG00000155287.12
chr10	99620045	99620147	-	ENSG00000155287.12
chr10	99620045	99620308	-	ENSG00000155287.12
chr10	99615453	99615516	-	ENSG00000155287.12
chr10	99620045	99620439	-	ENSG00000155287.12
chr10	99620533	99620609	-	ENSG00000155287.12
chr10	99620533	99620862	-	ENSG00000155287.12
chr10	99613733	99613924	-	ENSG00000155287.12
chr10	99613158	99613269	-	ENSG00000155287.12
chr10	99622670	99622793	-	ENSG00000155287.12
chr10	99620045	99620289	-	ENSG00000155287.12
chr10	99612543	99613924	-	ENSG00000155287.12
chr10	99610562	99611366	-	ENSG00000155287.12
chr10	99620517	99620828	-	ENSG00000155287.12
chr10	99610574	99611366	-	ENSG00000155287.12
chr10	99620857	99621931	+	ENSG00000260475.2
chr10	99659145	99659284	-	ENSG00000229278.4
chr10	99653825	99653905	-	ENSG00000229278.4
chr10	99651595	99652210	-	ENSG00000229278.4
chr10	99658943	99659260	-	ENSG00000229278.4
chr10	99731960	99732112	-	ENSG00000285932.1
chr10	99729553	99729734	-	ENSG00000285932.1
chr10	99727441	99727563	-	ENSG00000285932.1
chr10	99726968	99727071	-	ENSG00000285932.1
chr10	99723956	99724123	-	ENSG00000285932.1
chr10	99720987	99721068	-	ENSG00000285932.1
chr10	99718346	99718500	-	ENSG00000285932.1
chr10	99716348	99716461	-	ENSG00000285932.1
chr10	99691606	99691684	-	ENSG00000285932.1
chr10	99679769	99679805	-	ENSG00000285932.1
chr10	99677929	99678005	-	ENSG00000285932.1
chr10	99653825	99653905	-	ENSG00000285932.1
chr10	99651595	99652210	-	ENSG00000285932.1
chr10	99659509	99659588	+	ENSG00000198018.7
chr10	99659862	99659964	+	ENSG00000198018.7
chr10	99661446	99661628	+	ENSG00000198018.7
chr10	99679261	99679466	+	ENSG00000198018.7
chr10	99679725	99679875	+	ENSG00000198018.7
chr10	99685792	99685895	+	ENSG00000198018.7
chr10	99688694	99688750	+	ENSG00000198018.7
chr10	99691385	99691518	+	ENSG00000198018.7
chr10	99695956	99696122	+	ENSG00000198018.7
chr10	99698534	99698858	+	ENSG00000198018.7
chr10	99700973	99701058	+	ENSG00000198018.7
chr10	99702512	99702673	+	ENSG00000198018.7
chr10	99704452	99711241	+	ENSG00000198018.7
chr10	99698666	99698858	+	ENSG00000198018.7
chr10	99700867	99701058	+	ENSG00000198018.7
chr10	99702512	99702674	+	ENSG00000198018.7
chr10	99697407	99697949	-	ENSG00000233690.1
chr10	99702558	99702673	+	ENSG00000119929.13
chr10	99722918	99723110	+	ENSG00000119929.13
chr10	99736246	99736317	+	ENSG00000119929.13
chr10	99739710	99739769	+	ENSG00000119929.13
chr10	99743153	99743323	+	ENSG00000119929.13
chr10	99732234	99732409	+	ENSG00000119929.13
chr10	99743153	99743362	+	ENSG00000119929.13
chr10	99744037	99744072	+	ENSG00000119929.13
chr10	99747257	99747390	+	ENSG00000119929.13
chr10	99750369	99750396	+	ENSG00000119929.13
chr10	99754529	99754634	+	ENSG00000119929.13
chr10	99755625	99756134	+	ENSG00000119929.13
chr10	99732281	99732409	+	ENSG00000119929.13
chr10	99755625	99755708	+	ENSG00000119929.13
chr10	99732396	99732560	+	ENSG00000119929.13
chr10	99754529	99754550	+	ENSG00000119929.13
chr10	99731960	99732127	-	ENSG00000014919.13
chr10	99729553	99729734	-	ENSG00000014919.13
chr10	99727441	99727563	-	ENSG00000014919.13
chr10	99726968	99727154	-	ENSG00000014919.13
chr10	99723956	99724123	-	ENSG00000014919.13
chr10	99720987	99721068	-	ENSG00000014919.13
chr10	99718346	99718500	-	ENSG00000014919.13
chr10	99716348	99716461	-	ENSG00000014919.13
chr10	99710868	99714718	-	ENSG00000014919.13
chr10	99731960	99732100	-	ENSG00000014919.13
chr10	99711844	99713479	-	ENSG00000014919.13
chr10	99716348	99716646	-	ENSG00000014919.13
chr10	99714652	99714718	-	ENSG00000014919.13
chr10	99782640	99782877	+	ENSG00000023839.12
chr10	99784608	99784781	+	ENSG00000023839.12
chr10	99792234	99792359	+	ENSG00000023839.12
chr10	99793551	99793685	+	ENSG00000023839.12
chr10	99793892	99794348	+	ENSG00000023839.12
chr10	99793892	99793999	+	ENSG00000023839.12
chr10	99794413	99794468	+	ENSG00000023839.12
chr10	99796509	99796692	+	ENSG00000023839.12
chr10	99797097	99797331	+	ENSG00000023839.12
chr10	99799207	99799370	+	ENSG00000023839.12
chr10	99800386	99800563	+	ENSG00000023839.12
chr10	99804019	99804273	+	ENSG00000023839.12
chr10	99805382	99805447	+	ENSG00000023839.12
chr10	99807384	99807521	+	ENSG00000023839.12
chr10	99808083	99808229	+	ENSG00000023839.12
chr10	99810134	99810218	+	ENSG00000023839.12
chr10	99811536	99811602	+	ENSG00000023839.12
chr10	99813018	99813144	+	ENSG00000023839.12
chr10	99817308	99817484	+	ENSG00000023839.12
chr10	99818790	99818957	+	ENSG00000023839.12
chr10	99819089	99819269	+	ENSG00000023839.12
chr10	99830307	99830433	+	ENSG00000023839.12
chr10	99830716	99830851	+	ENSG00000023839.12
chr10	99831611	99831830	+	ENSG00000023839.12
chr10	99831977	99832131	+	ENSG00000023839.12
chr10	99834380	99834535	+	ENSG00000023839.12
chr10	99836091	99836290	+	ENSG00000023839.12
chr10	99841967	99842093	+	ENSG00000023839.12
chr10	99843799	99843900	+	ENSG00000023839.12
chr10	99844322	99844465	+	ENSG00000023839.12
chr10	99845624	99845782	+	ENSG00000023839.12
chr10	99846961	99847127	+	ENSG00000023839.12
chr10	99850602	99850796	+	ENSG00000023839.12
chr10	99851502	99852594	+	ENSG00000023839.12
chr10	99782705	99782877	+	ENSG00000023839.12
chr10	99796363	99796853	+	ENSG00000023839.12
chr10	99799211	99799215	+	ENSG00000023839.12
chr10	99793892	99794109	+	ENSG00000023839.12
chr10	99799207	99799220	+	ENSG00000023839.12
chr10	99782763	99782877	+	ENSG00000023839.12
chr10	99797097	99798096	+	ENSG00000023839.12
chr10	99782803	99782877	+	ENSG00000023839.12
chr10	99796391	99796853	+	ENSG00000023839.12
chr10	99792289	99792359	+	ENSG00000023839.12
chr10	99794413	99794623	+	ENSG00000023839.12
chr10	99843710	99843900	+	ENSG00000023839.12
chr10	99850602	99850713	+	ENSG00000023839.12
chr10	99845749	99845782	+	ENSG00000023839.12
chr10	99849724	99849905	+	ENSG00000023839.12
chr10	99851502	99852044	+	ENSG00000023839.12
chr10	99788564	99789410	-	ENSG00000227351.2
chr10	99913953	99914082	-	ENSG00000107554.17
chr10	99908953	99909146	-	ENSG00000107554.17
chr10	99907995	99908094	-	ENSG00000107554.17
chr10	99899919	99900066	-	ENSG00000107554.17
chr10	99898743	99898760	-	ENSG00000107554.17
chr10	99898086	99898285	-	ENSG00000107554.17
chr10	99896267	99896397	-	ENSG00000107554.17
chr10	99894946	99895050	-	ENSG00000107554.17
chr10	99888825	99888953	-	ENSG00000107554.17
chr10	99886300	99886632	-	ENSG00000107554.17
chr10	99885687	99885866	-	ENSG00000107554.17
chr10	99884011	99884209	-	ENSG00000107554.17
chr10	99879811	99880361	-	ENSG00000107554.17
chr10	99875577	99877336	-	ENSG00000107554.17
chr10	99929608	99930996	-	ENSG00000107554.17
chr10	100009838	100009947	-	ENSG00000107554.17
chr10	99971980	99972134	-	ENSG00000107554.17
chr10	99969115	99969237	-	ENSG00000107554.17
chr10	99955214	99957205	-	ENSG00000107554.17
chr10	99888825	99889495	-	ENSG00000107554.17
chr10	99886404	99886632	-	ENSG00000107554.17
chr10	99927010	99927299	+	ENSG00000227695.6
chr10	99928160	99928240	+	ENSG00000227695.6
chr10	99929736	99929838	+	ENSG00000227695.6
chr10	99927159	99927299	+	ENSG00000227695.6
chr10	99956482	99956591	+	ENSG00000227695.6
chr10	99956789	99959050	+	ENSG00000227695.6
chr10	99927205	99927299	+	ENSG00000227695.6
chr10	99956789	99958270	+	ENSG00000227695.6
chr10	99927209	99927299	+	ENSG00000227695.6
chr10	99955674	99955832	+	ENSG00000227695.6
chr10	99956789	99958649	+	ENSG00000227695.6
chr10	100081403	100081869	-	ENSG00000120054.12
chr10	100075911	100076107	-	ENSG00000120054.12
chr10	100069714	100069869	-	ENSG00000120054.12
chr10	100065188	100065370	-	ENSG00000120054.12
chr10	100063614	100063725	-	ENSG00000120054.12
chr10	100057013	100057152	-	ENSG00000120054.12
chr10	100054347	100054446	-	ENSG00000120054.12
chr10	100048758	100048876	-	ENSG00000120054.12
chr10	100042193	100042573	-	ENSG00000120054.12
chr10	100065188	100065394	-	ENSG00000120054.12
chr10	100048767	100048876	-	ENSG00000120054.12
chr10	100139994	100140151	-	ENSG00000283232.1
chr10	100135351	100135513	-	ENSG00000283232.1
chr10	100122502	100122650	-	ENSG00000283232.1
chr10	100120948	100121090	-	ENSG00000283232.1
chr10	100117270	100117443	-	ENSG00000283232.1
chr10	100108365	100108504	-	ENSG00000283232.1
chr10	100105754	100105818	-	ENSG00000283232.1
chr10	100114417	100115223	-	ENSG00000232230.1
chr10	100143614	100143995	-	ENSG00000270623.1
chr10	100143065	100143290	-	ENSG00000270623.1
chr10	100185514	100186029	-	ENSG00000107566.14
chr10	100183756	100183837	-	ENSG00000107566.14
chr10	100179201	100179247	-	ENSG00000107566.14
chr10	100178133	100178194	-	ENSG00000107566.14
chr10	100175945	100176070	-	ENSG00000107566.14
chr10	100174208	100174281	-	ENSG00000107566.14
chr10	100167348	100167406	-	ENSG00000107566.14
chr10	100164004	100164095	-	ENSG00000107566.14
chr10	100156145	100156234	-	ENSG00000107566.14
chr10	100154860	100154939	-	ENSG00000107566.14
chr10	100150094	100152352	-	ENSG00000107566.14
chr10	100185962	100186033	-	ENSG00000107566.14
chr10	100185514	100185637	-	ENSG00000107566.14
chr10	100151808	100152352	-	ENSG00000107566.14
chr10	100185904	100186029	-	ENSG00000107566.14
chr10	100229428	100229596	-	ENSG00000213341.11
chr10	100225923	100226017	-	ENSG00000213341.11
chr10	100222866	100222980	-	ENSG00000213341.11
chr10	100222112	100222181	-	ENSG00000213341.11
chr10	100220588	100220676	-	ENSG00000213341.11
chr10	100219270	100219359	-	ENSG00000213341.11
chr10	100219008	100219132	-	ENSG00000213341.11
chr10	100218718	100218825	-	ENSG00000213341.11
chr10	100217995	100218130	-	ENSG00000213341.11
chr10	100209595	100209789	-	ENSG00000213341.11
chr10	100207230	100207332	-	ENSG00000213341.11
chr10	100205076	100205199	-	ENSG00000213341.11
chr10	100204506	100204657	-	ENSG00000213341.11
chr10	100202088	100202149	-	ENSG00000213341.11
chr10	100200671	100200780	-	ENSG00000213341.11
chr10	100199971	100200020	-	ENSG00000213341.11
chr10	100194425	100194521	-	ENSG00000213341.11
chr10	100193984	100194131	-	ENSG00000213341.11
chr10	100193298	100193431	-	ENSG00000213341.11
chr10	100190869	100190968	-	ENSG00000213341.11
chr10	100188300	100189627	-	ENSG00000213341.11
chr10	100192459	100195942	-	ENSG00000213341.11
chr10	100188367	100189627	-	ENSG00000213341.11
chr10	100193984	100194079	-	ENSG00000213341.11
chr10	100193389	100193431	-	ENSG00000213341.11
chr10	100189192	100189627	-	ENSG00000213341.11
chr10	100193298	100193423	-	ENSG00000213341.11
chr10	100190671	100190968	-	ENSG00000213341.11
chr10	100190036	100190164	+	ENSG00000236308.1
chr10	100190299	100190747	+	ENSG00000236308.1
chr10	100229629	100229724	+	ENSG00000227492.2
chr10	100231015	100231126	+	ENSG00000227492.2
chr10	100233231	100233443	+	ENSG00000227492.2
chr10	100233953	100234398	+	ENSG00000227492.2
chr10	100229667	100229724	+	ENSG00000227492.2
chr10	100231246	100231660	+	ENSG00000227492.2
chr10	100233953	100234000	+	ENSG00000227492.2
chr10	100267571	100267638	-	ENSG00000095485.18
chr10	100261979	100262063	-	ENSG00000095485.18
chr10	100260966	100261044	-	ENSG00000095485.18
chr10	100260218	100260319	-	ENSG00000095485.18
chr10	100256262	100256476	-	ENSG00000095485.18
chr10	100253421	100253539	-	ENSG00000095485.18
chr10	100250248	100250332	-	ENSG00000095485.18
chr10	100246795	100246935	-	ENSG00000095485.18
chr10	100245799	100245913	-	ENSG00000095485.18
chr10	100243698	100243777	-	ENSG00000095485.18
chr10	100238022	100238231	-	ENSG00000095485.18
chr10	100236850	100236969	-	ENSG00000095485.18
chr10	100235667	100235764	-	ENSG00000095485.18
chr10	100232298	100233371	-	ENSG00000095485.18
chr10	100267571	100267680	-	ENSG00000095485.18
chr10	100260966	100261028	-	ENSG00000095485.18
chr10	100267571	100267598	-	ENSG00000095485.18
chr10	100243698	100243772	-	ENSG00000095485.18
chr10	100233110	100233371	-	ENSG00000095485.18
chr10	100232299	100232487	-	ENSG00000095485.18
chr10	100253421	100254619	-	ENSG00000095485.18
chr10	100232305	100233371	-	ENSG00000095485.18
chr10	100267571	100267631	-	ENSG00000095485.18
chr10	100250110	100250178	-	ENSG00000095485.18
chr10	100238158	100238231	-	ENSG00000095485.18
chr10	100245799	100246116	-	ENSG00000095485.18
chr10	100238183	100238231	-	ENSG00000095485.18
chr10	100267571	100267623	-	ENSG00000095485.18
chr10	100245800	100245913	-	ENSG00000095485.18
chr10	100267571	100267667	-	ENSG00000095485.18
chr10	100250274	100250332	-	ENSG00000095485.18
chr10	100237156	100237302	-	ENSG00000212464.1
chr10	100248271	100249095	+	ENSG00000230224.1
chr10	100258571	100258677	+	ENSG00000207362.1
chr10	100282906	100282936	-	ENSG00000196072.12
chr10	100280934	100281053	-	ENSG00000196072.12
chr10	100280124	100280228	-	ENSG00000196072.12
chr10	100273280	100275493	-	ENSG00000196072.12
chr10	100286301	100286378	-	ENSG00000196072.12
chr10	100286097	100286213	-	ENSG00000196072.12
chr10	100286605	100286680	-	ENSG00000196072.12
chr10	100273293	100275493	-	ENSG00000196072.12
chr10	100286097	100286357	-	ENSG00000196072.12
chr10	100273956	100275493	-	ENSG00000196072.12
chr10	100286097	100286148	-	ENSG00000196072.12
chr10	100280041	100280228	-	ENSG00000196072.12
chr10	100286605	100286673	-	ENSG00000196072.12
chr10	100286097	100286332	-	ENSG00000196072.12
chr10	100329869	100330228	-	ENSG00000107593.17
chr10	100329211	100329324	-	ENSG00000107593.17
chr10	100299591	100299718	-	ENSG00000107593.17
chr10	100298562	100298815	-	ENSG00000107593.17
chr10	100297382	100297606	-	ENSG00000107593.17
chr10	100296980	100297208	-	ENSG00000107593.17
chr10	100296122	100296292	-	ENSG00000107593.17
chr10	100294942	100295123	-	ENSG00000107593.17
chr10	100294535	100294655	-	ENSG00000107593.17
chr10	100293281	100293379	-	ENSG00000107593.17
chr10	100292948	100293069	-	ENSG00000107593.17
chr10	100291301	100291427	-	ENSG00000107593.17
chr10	100290401	100290519	-	ENSG00000107593.17
chr10	100290015	100290138	-	ENSG00000107593.17
chr10	100288972	100289056	-	ENSG00000107593.17
chr10	100288149	100288478	-	ENSG00000107593.17
chr10	100329869	100329972	-	ENSG00000107593.17
chr10	100288160	100288478	-	ENSG00000107593.17
chr10	100329869	100329940	-	ENSG00000107593.17
chr10	100329211	100329346	-	ENSG00000107593.17
chr10	100288396	100288478	-	ENSG00000107593.17
chr10	100329909	100330264	-	ENSG00000107593.17
chr10	100299635	100299718	-	ENSG00000107593.17
chr10	100346288	100346390	-	ENSG00000231188.1
chr10	100342725	100342832	-	ENSG00000231188.1
chr10	100336981	100337038	-	ENSG00000231188.1
chr10	100335563	100335764	-	ENSG00000231188.1
chr10	100347233	100347531	+	ENSG00000099194.6
chr10	100348064	100348346	+	ENSG00000099194.6
chr10	100352366	100352496	+	ENSG00000099194.6
chr10	100354427	100354632	+	ENSG00000099194.6
chr10	100356532	100356764	+	ENSG00000099194.6
chr10	100360734	100364826	+	ENSG00000099194.6
chr10	100372710	100373393	-	ENSG00000289301.2
chr10	100373099	100373229	+	ENSG00000235823.5
chr10	100381216	100381448	+	ENSG00000235823.5
chr10	100382428	100383372	+	ENSG00000235823.5
chr10	100373513	100374012	+	ENSG00000235823.5
chr10	100380983	100381109	+	ENSG00000235823.5
chr10	100388037	100388360	+	ENSG00000235823.5
chr10	100373516	100374012	+	ENSG00000235823.5
chr10	100388037	100388361	+	ENSG00000235823.5
chr10	100373521	100374012	+	ENSG00000235823.5
chr10	100395109	100395229	+	ENSG00000235823.5
chr10	100406649	100413389	+	ENSG00000235823.5
chr10	100373544	100374012	+	ENSG00000235823.5
chr10	100388041	100388360	+	ENSG00000235823.5
chr10	100381216	100381455	+	ENSG00000235823.5
chr10	100395117	100395229	+	ENSG00000235823.5
chr10	100406649	100409605	+	ENSG00000235823.5
chr10	100394498	100394622	+	ENSG00000235823.5
chr10	100412681	100413604	+	ENSG00000235823.5
chr10	100440648	100440791	+	ENSG00000235823.5
chr10	100442835	100442887	+	ENSG00000235823.5
chr10	100443569	100443728	+	ENSG00000235823.5
chr10	100450808	100450928	+	ENSG00000235823.5
chr10	100453990	100454043	+	ENSG00000235823.5
chr10	100373558	100374012	+	ENSG00000235823.5
chr10	100388034	100388360	+	ENSG00000235823.5
chr10	100373561	100375033	+	ENSG00000235823.5
chr10	100373566	100374012	+	ENSG00000235823.5
chr10	100373567	100374012	+	ENSG00000235823.5
chr10	100373568	100374012	+	ENSG00000235823.5
chr10	100382538	100383360	+	ENSG00000235823.5
chr10	100373568	100374080	+	ENSG00000235823.5
chr10	100373568	100374083	+	ENSG00000235823.5
chr10	100373568	100374134	+	ENSG00000235823.5
chr10	100381216	100381452	+	ENSG00000235823.5
chr10	100440648	100441055	+	ENSG00000235823.5
chr10	100443026	100443360	+	ENSG00000235823.5
chr10	100373569	100374012	+	ENSG00000235823.5
chr10	100406649	100411616	+	ENSG00000235823.5
chr10	100373570	100374016	+	ENSG00000235823.5
chr10	100381222	100381448	+	ENSG00000235823.5
chr10	100373571	100374012	+	ENSG00000235823.5
chr10	100381216	100383372	+	ENSG00000235823.5
chr10	100373572	100374012	+	ENSG00000235823.5
chr10	100380895	100381109	+	ENSG00000235823.5
chr10	100373576	100374016	+	ENSG00000235823.5
chr10	100373576	100374012	+	ENSG00000235823.5
chr10	100394286	100394377	+	ENSG00000235823.5
chr10	100395109	100395964	+	ENSG00000235823.5
chr10	100373577	100374012	+	ENSG00000235823.5
chr10	100375212	100375442	+	ENSG00000235823.5
chr10	100373578	100374012	+	ENSG00000235823.5
chr10	100395109	100395636	+	ENSG00000235823.5
chr10	100373592	100374080	+	ENSG00000235823.5
chr10	100373615	100374012	+	ENSG00000235823.5
chr10	100381216	100383368	+	ENSG00000235823.5
chr10	100373630	100374012	+	ENSG00000235823.5
chr10	100382496	100383372	+	ENSG00000235823.5
chr10	100373647	100374012	+	ENSG00000235823.5
chr10	100382428	100383298	+	ENSG00000235823.5
chr10	100373712	100374012	+	ENSG00000235823.5
chr10	100381216	100383413	+	ENSG00000235823.5
chr10	100373900	100374080	+	ENSG00000235823.5
chr10	100406649	100409778	+	ENSG00000235823.5
chr10	100381051	100381109	+	ENSG00000235823.5
chr10	100382680	100383372	+	ENSG00000235823.5
chr10	100398352	100398446	-	ENSG00000212325.1
chr10	100463009	100463236	+	ENSG00000075290.8
chr10	100479052	100479085	+	ENSG00000075290.8
chr10	100479874	100480012	+	ENSG00000075290.8
chr10	100480998	100481123	+	ENSG00000075290.8
chr10	100481912	100482054	+	ENSG00000075290.8
chr10	100482271	100483744	+	ENSG00000075290.8
chr10	100490008	100490171	-	ENSG00000075826.17
chr10	100489703	100489761	-	ENSG00000075826.17
chr10	100488858	100489398	-	ENSG00000075826.17
chr10	100486646	100488098	-	ENSG00000075826.17
chr10	100488858	100490556	-	ENSG00000075826.17
chr10	100488027	100488098	-	ENSG00000075826.17
chr10	100486647	100487795	-	ENSG00000075826.17
chr10	100519782	100519859	-	ENSG00000075826.17
chr10	100516874	100516997	-	ENSG00000075826.17
chr10	100516096	100516219	-	ENSG00000075826.17
chr10	100509007	100509102	-	ENSG00000075826.17
chr10	100507908	100508051	-	ENSG00000075826.17
chr10	100507425	100507567	-	ENSG00000075826.17
chr10	100506321	100506420	-	ENSG00000075826.17
chr10	100505361	100506201	-	ENSG00000075826.17
chr10	100502254	100502484	-	ENSG00000075826.17
chr10	100501654	100501710	-	ENSG00000075826.17
chr10	100500110	100500159	-	ENSG00000075826.17
chr10	100499524	100499598	-	ENSG00000075826.17
chr10	100499160	100499258	-	ENSG00000075826.17
chr10	100498705	100498804	-	ENSG00000075826.17
chr10	100498029	100498207	-	ENSG00000075826.17
chr10	100497667	100497793	-	ENSG00000075826.17
chr10	100497135	100497280	-	ENSG00000075826.17
chr10	100496258	100496431	-	ENSG00000075826.17
chr10	100495385	100495546	-	ENSG00000075826.17
chr10	100490706	100490883	-	ENSG00000075826.17
chr10	100490008	100490322	-	ENSG00000075826.17
chr10	100489252	100489398	-	ENSG00000075826.17
chr10	100488858	100488974	-	ENSG00000075826.17
chr10	100519782	100519861	-	ENSG00000075826.17
chr10	100509316	100509511	-	ENSG00000075826.17
chr10	100506040	100506201	-	ENSG00000075826.17
chr10	100505361	100505495	-	ENSG00000075826.17
chr10	100519782	100519838	-	ENSG00000075826.17
chr10	100516874	100516960	-	ENSG00000075826.17
chr10	100507908	100508048	-	ENSG00000075826.17
chr10	100486648	100487795	-	ENSG00000075826.17
chr10	100516874	100516995	-	ENSG00000075826.17
chr10	100486785	100487795	-	ENSG00000075826.17
chr10	100519782	100519835	-	ENSG00000075826.17
chr10	100516874	100517043	-	ENSG00000075826.17
chr10	100488858	100488977	-	ENSG00000075826.17
chr10	100486924	100487795	-	ENSG00000075826.17
chr10	100508461	100508793	-	ENSG00000075826.17
chr10	100494845	100495546	-	ENSG00000075826.17
chr10	100498029	100498239	-	ENSG00000075826.17
chr10	100498029	100498331	-	ENSG00000075826.17
chr10	100497515	100497793	-	ENSG00000075826.17
chr10	100499417	100499574	-	ENSG00000075826.17
chr10	100498041	100498207	-	ENSG00000075826.17
chr10	100506321	100506471	-	ENSG00000075826.17
chr10	100502310	100502484	-	ENSG00000075826.17
chr10	100519782	100519864	-	ENSG00000075826.17
chr10	100506336	100506420	-	ENSG00000075826.17
chr10	100529767	100529871	-	ENSG00000255339.6
chr10	100529380	100529506	-	ENSG00000255339.6
chr10	100526975	100527074	-	ENSG00000255339.6
chr10	100526399	100526554	-	ENSG00000255339.6
chr10	100516874	100516960	-	ENSG00000255339.6
chr10	100516096	100516219	-	ENSG00000255339.6
chr10	100509316	100509511	-	ENSG00000255339.6
chr10	100509007	100509102	-	ENSG00000255339.6
chr10	100507908	100508051	-	ENSG00000255339.6
chr10	100507425	100507567	-	ENSG00000255339.6
chr10	100506321	100506420	-	ENSG00000255339.6
chr10	100505628	100506201	-	ENSG00000255339.6
chr10	100505805	100506201	-	ENSG00000255339.6
chr10	100529767	100529881	-	ENSG00000255339.6
chr10	100523977	100524139	-	ENSG00000255339.6
chr10	100507446	100507567	-	ENSG00000255339.6
chr10	100529767	100529877	-	ENSG00000255339.6
chr10	100529366	100529506	-	ENSG00000255339.6
chr10	100516121	100516219	-	ENSG00000255339.6
chr10	100529767	100529864	-	ENSG00000255339.6
chr10	100526399	100526598	-	ENSG00000166136.16
chr10	100523740	100523929	-	ENSG00000166136.16
